clade_name	ERR479038.txt_reads_count	ERR479147.txt_reads_count	ERR479310.txt_reads_count	ERR479277.txt_reads_count	ERR479055.txt_reads_count	ERR479308.txt_reads_count	ERR479309.txt_reads_count	ERR479010.txt_reads_count	ERR479223.txt_reads_count	ERR479178.txt_reads_count	ERR479148.txt_reads_count	ERR479318.txt_reads_count	ERR479221.txt_reads_count	ERR479357.txt_reads_count	ERR479243.txt_reads_count	ERR479278.txt_reads_count	ERR479026.txt_reads_count	ERR479127.txt_reads_count	ERR479083.txt_reads_count	ERR479246.txt_reads_count	ERR479253.txt_reads_count	ERR479194.txt_reads_count	ERR479077.txt_reads_count	ERR479139.txt_reads_count	ERR479276.txt_reads_count	ERR479066.txt_reads_count	ERR479255.txt_reads_count	ERR479247.txt_reads_count	ERR479390.txt_reads_count	ERR479285.txt_reads_count	ERR479028.txt_reads_count	ERR479219.txt_reads_count	ERR479252.txt_reads_count	ERR479417.txt_reads_count	ERR479302.txt_reads_count	ERR479356.txt_reads_count	ERR479138.txt_reads_count	ERR479311.txt_reads_count	ERR479358.txt_reads_count	ERR479222.txt_reads_count	ERR479113.txt_reads_count	ERR479256.txt_reads_count	ERR479354.txt_reads_count	ERR479193.txt_reads_count	ERR478985.txt_reads_count	ERR479416.txt_reads_count	ERR479199.txt_reads_count	ERR479149.txt_reads_count	ERR479053.txt_reads_count	ERR479054.txt_reads_count	ERR479292.txt_reads_count	ERR479332.txt_reads_count	ERR479359.txt_reads_count	ERR479032.txt_reads_count	ERR479258.txt_reads_count	ERR479348.txt_reads_count	ERR479031.txt_reads_count	ERR479125.txt_reads_count	ERR479361.txt_reads_count	ERR479237.txt_reads_count	ERR479331.txt_reads_count	ERR479351.txt_reads_count	ERR479284.txt_reads_count	ERR479025.txt_reads_count	ERR479334.txt_reads_count	ERR479112.txt_reads_count	ERR479180.txt_reads_count	ERR479303.txt_reads_count	ERR479116.txt_reads_count	ERR479065.txt_reads_count	ERR479024.txt_reads_count	ERR479353.txt_reads_count	ERR479126.txt_reads_count	ERR479177.txt_reads_count	ERR479254.txt_reads_count	ERR479352.txt_reads_count	ERR479111.txt_reads_count	ERR479200.txt_reads_count	ERR479173.txt_reads_count	ERR479245.txt_reads_count	ERR478969.txt_reads_count	ERR479030.txt_reads_count	ERR479360.txt_reads_count	ERR479291.txt_reads_count	ERR479220.txt_reads_count	ERR479333.txt_reads_count	ERR479349.txt_reads_count	ERR479174.txt_reads_count	ERR479248.txt_reads_count	ERR479415.txt_reads_count	ERR479037.txt_reads_count	ERR479146.txt_reads_count	ERR479236.txt_reads_count	ERR479389.txt_reads_count	ERR479418.txt_reads_count	ERR479114.txt_reads_count	ERR478984.txt_reads_count	ERR479317.txt_reads_count	ERR479078.txt_reads_count	ERR479029.txt_reads_count	ERR479124.txt_reads_count	ERR479244.txt_reads_count	ERR479176.txt_reads_count	ERR479011.txt_reads_count	ERR479027.txt_reads_count	ERR479350.txt_reads_count	ERR479257.txt_reads_count	ERR479179.txt_reads_count	ERR479117.txt_reads_count	ERR479355.txt_reads_count	ERR479279.txt_reads_count	ERR479290.txt_reads_count	ERR479251.txt_reads_count	ERR479293.txt_reads_count	ERR479056.txt_reads_count	ERR479084.txt_reads_count	ERR479316.txt_reads_count	ERR479224.txt_reads_count	ERR479115.txt_reads_count	ERR479235.txt_reads_count
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Marseilla|s__Marseilla_massiliensis	617706.0		37530.0		168792.0	44148.0	45798.0			173856.0		250252.0											34406.0						463908.0							45718.0		48846.0											150988.0	129480.0				173594.0			140042.0										175824.0							190650.0								168216.0									769328.0			468888.0				89126.0	34966.0	167256.0								184280.0	5988.0	50528.0					159658.0		88400.0			
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_buccae	2034.0																																																																																										2682.0																													
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_denticola	147512.0																									28990.0									210832.0																																	206394.0		36468.0																					175112.0																													
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_intermedia	26102.0							58448.0										179360.0						2220.0													2076.0				730254.0																	169022.0								852016.0							174248.0				818246.0				6862.0										28018.0					825812.0					195426.0			73906.0																
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_oris	213618.0																	22426.0																																								19816.0															18912.0																		268946.0										24650.0																			
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_oral_taxon_376	166.0																																																																																										660.0																													
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_onderdonkii	495616.0	136.0	4754.0	14106.0		6302.0	6330.0	729680.0	218110.0	56338.0	107262.0	48186.0	41880.0	3034452.0		16260.0							128578.0	1218.0	15342.0	30536.0	43988.0		386096.0	2373078.0		43588.0		91284.0		11284.0	676.0	6030.0	2464684.0	41962.0	12440.0	35768.0			14270.0		553106.0	133064.0					158138.0		43862.0	461874.0			478948.0	78048.0		3368.0	2356452.0			18098.0	61982.0			35196.0				57772.0	126486.0	7088.0	18958.0	513276.0	270516.0		7616.0		177766.0		36932.0		479098.0	414294.0			643828.0		141252.0	370806.0	141324.0	18862.0	13366.0	15730.0	119192.0					793692.0		2184004.0	40274.0	62144.0		11216.0	14416.0						13648.0	208872.0		147846.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_putredinis	370150.0	761556.0	2798.0	548.0	17520.0	3972.0	3348.0	353512.0	183604.0	102216.0	1024356.0	557424.0	436584.0	219606.0	14480.0	1210.0		64722.0	1840684.0	1248.0	3072.0			372796.0	1040.0	11288.0	297906.0	1308.0	1784036.0	1095410.0		456776.0	6424.0	145342.0		15036.0	381740.0	3414.0	186144.0	445778.0	45010.0	252574.0			13688.0	318802.0	438646.0	1178398.0	11300.0	12122.0	92626.0	239662.0	251950.0	2398.0	299328.0	425822.0	940.0	58972.0	666898.0	157632.0	227902.0	2390.0	1101262.0		245330.0	60642.0	113068.0		23766.0	11908.0			68116.0	118490.0	908216.0	4140.0	57508.0	420604.0	54618.0	1696.0	68544.0	1152.0	273162.0	77068.0	382992.0	198124.0	443752.0	86324.0	1396.0	323954.0	460002.0	654966.0	277522.0	1802094.0	208796.0	60436.0	14282.0	187332.0		1172.0	71030.0	12036.0		385466.0		1768312.0	284974.0	118050.0	85212.0	15934.0	1378.0	95530.0	5940.0	91114.0	18602.0	1815814.0	173332.0	176156.0	23632.0	279390.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_senegalensis	14162.0		1154.0			114.0	1186.0	16794.0	15984.0			8002.0		30222.0				466.0				438.0	5976.0	14982.0		1142.0			5058.0						176752.0	1778.0	19168.0	2018.0	18610.0					2570.0		3216.0							15240.0			1628.0		662.0	44880.0	3652.0								207920.0		2716.0			1192.0		48238.0		222.0				2152.0		13618.0				428.0			4256.0	20820.0		6176.0	7622.0				1618.0	3828.0		1056.0			22404.0		10870.0				1214.0							1762.0	15226.0		7704.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__GGB1663|s__GGB1663_SGB2279	25636.0		92690.0			105388.0	107352.0					13516.0												29846.0													32220.0	108850.0																42516.0			32370.0																									41772.0									34028.0							3844.0		37542.0									990.0								4466.0			
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__GGB3277|s__GGB3277_SGB4327	159856.0									410016.0			349992.0							2391898.0				129048.0				2418386.0				352252.0		478728.0	238422.0		133322.0			346658.0						433802.0										39028.0											428068.0	238884.0						445634.0						1831438.0					330276.0		38724.0		2448922.0	430160.0	189968.0			714.0	607170.0											113240.0		436164.0												
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_distasonis	298742.0	241086.0	173496.0	34094.0	92306.0	186548.0	184676.0	793754.0	333570.0	161668.0	208628.0	37814.0	427558.0	55412.0	11736.0	38504.0		36866.0	7462910.0	1618.0	125472.0	66326.0	4110988.0	205658.0	42540.0	66968.0	234848.0	3172.0	1117376.0	929284.0		434360.0	198462.0	228566.0	7302046.0	196566.0	225092.0	191588.0	44318.0	438102.0	76962.0	215184.0	2791520.0	81274.0	13542.0	1776192.0	1896552.0	244660.0	151206.0	133218.0	122726.0	58254.0	420358.0	245968.0	221014.0	11558.0	204138.0	32724.0	913370.0	51462.0	59378.0	108052.0	941720.0	416.0	58614.0	94906.0	166984.0	7465120.0	3312.0	73454.0	1562.0	2728808.0	38482.0	184414.0	574076.0	162274.0	83750.0	1946944.0		3186.0	87830.0	239254.0	471524.0	118702.0	403820.0	50066.0	10246.0		2476.0	1853146.0	344696.0	204966.0	79512.0	1101046.0	308636.0	91736.0	13920.0	18056.0	4007604.0	227146.0	41110.0	8834.0		889664.0		38290.0	223740.0	171858.0	12482.0	195786.0	39108.0	128678.0	198386.0	136178.0	84428.0	7348898.0	16854.0	329882.0	2766.0	84494.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_goldsteinii	142576.0						662.0				21486.0		252200.0	12230.0								13648.0		1864.0		12082.0						265258.0				65872.0	1630.0	552.0	10340.0	246750.0	97248.0			17560.0				22998.0																		101078.0				10514.0							106272.0				2152.0				244182.0						193992.0					105304.0														70730.0										
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_sp_TM07_1AC	44792.0																																			77028.0																																							50458.0																59330.0																			81956.0										
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella|s__Gemella_morbillorum	6260.0			8424.0	1474.0				16592.0						117688.0	7254.0		578.0					1284.0	150192.0	8856.0				10320.0							1550.0	147750.0				170764.0											18628.0						1280.0			17982.0				19186.0	187878.0							726.0				191774.0				4354.0					16942.0					8826.0			10300.0		189254.0			1378.0		554.0	111036.0								1364.0	9168.0				1784.0			17208.0		
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella|s__Granulicatella_SGB8255	2810.0				798.0										20108.0					452.0								294.0																																																				124.0											3168.0											16524.0							294.0						340.0					
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB4605|s__GGB4605_SGB6376	15660.0																							119918.0												53606.0	115924.0								11052.0															45192.0																															17270.0		62774.0				10942.0													52896.0										71996.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_lactis	8982.0				230.0															1716.0		2010.0				46698.0	1470.0	2354.0													3684.0	1132.0		3128.0	4864.0	122262.0					47312.0				648.0					16748.0		1766.0				4162.0			46472.0	55490.0					48174.0	2594.0	4568.0		67680.0	550.0				48036.0				90216.0	1968.0	129546.0	10636.0		25426.0			4796.0	4452.0										874.0		117430.0			51294.0		49264.0	862.0				43624.0	26990.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_anginosus	6114.0			12232.0	29714.0								1026.0		4614.0	11086.0		4788.0					2210.0	13676.0	12872.0	1762.0			2236.0			1058.0			66582.0	304.0	13262.0			838.0					5670.0				7446.0	7070.0								6284.0		34122.0								62508.0	6588.0	1460.0			5810.0						48146.0			178.0			1276.0			55982.0			5896.0		55962.0	2088.0			8914.0		2444.0		6992.0	4704.0							19382.0	686.0	12888.0				32556.0				6672.0	56198.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_gordonii	2488.0	1560.0			41364.0													25654.0		2686.0		8604.0						2578.0								562.0					2050.0			9620.0					18458.0	15162.0								25638.0		3234.0						2966.0							26620.0				2988.0		1278.0	1948.0								918.0	2606.0		2292.0	1988.0	5496.0	46.0		2560.0					27518.0									362.0					42728.0					6780.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_infantis	3914.0		1532.0		202.0	1248.0	800.0																															348.0								506.0														1264.0																														1000.0	5122.0		2200.0																											2138.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mitis	15390.0				670.0	814.0																2256.0																						1760.0										412.0						5294.0									1752.0													3094.0									7704.0		15102.0	418.0						1442.0									5076.0	1992.0					1354.0	420.0			3112.0	9928.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_oralis	5178.0																	7564.0		378.0		3296.0												920.0	540104.0									1832.0					478.0									3130.0		3426.0								539700.0					2088.0					1876.0		1722.0									1138.0		3394.0		5314.0		356.0						3884.0								2772.0	734.0					2476.0				2826.0	4026.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_parasanguinis	172474.0	1120.0	966.0		108578.0	986.0	716.0	258.0					1836.0		6796.0	286.0		56976.0	4948.0	1110.0	1640.0		29992.0	8282.0				724.0	130318.0			1898.0	2876.0			6864.0	7148.0	730.0		2110.0					1598.0	4648.0	314682.0		103888.0	96560.0				744.0		1424.0		51134.0	762.0	9572.0									28156.0				57170.0	182.0		264.0		323000.0	8658.0	310.0		254.0			1462.0		598.0	9364.0	630.0	3664.0	221166.0	2488.0	10704.0	130424.0			3018.0		26886.0	884.0	59662.0	5908.0		1130.0		3008.0		780.0	76430.0	9060.0			3566.0		103890.0	3968.0			29396.0	13140.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_pasteurianus	46952.0				1614.0																																															60.0																							47632.0											124.0					60672.0																								2046.0					
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_salivarius	15664.0	15898.0	8956.0		373314.0	11832.0	10972.0			2332.0			8362.0		27558.0			57916.0	10092.0		9092.0		26588.0	3066.0		1980.0	800.0		194228.0			11304.0	12940.0		7406.0	42108.0	3906.0	10592.0		9432.0				222.0	4650.0	28334.0	5100.0		138566.0	120446.0		3390.0		13362.0	232.0	346.0	11554.0	59776.0			3416.0				3704.0		2146.0	4074.0	6436.0	1004.0			63468.0	2836.0	128.0			3880.0	4500.0			13122.0			9186.0	2180.0	1920.0	6626.0		35928.0	14164.0	14844.0		179902.0			4740.0		33394.0	13340.0	67858.0	23102.0	908.0			7800.0		2440.0	15342.0	38004.0			16906.0		400070.0	8180.0			5710.0	
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_thermophilus	12958.0		25622.0		11602.0	15644.0	18920.0		1834.0				1196.0		22338.0					84964.0	6708.0	5382.0	5086.0	36468.0			45090.0	92692.0	4918.0			7636.0	8742.0			103100.0	38970.0	23378.0		6740.0	984.0	36198.0		1794.0		101354.0			7182.0	2300.0	121770.0	4244.0	234.0	62810.0	42986.0	7124.0	47574.0		1076.0	980.0	5300.0	18366.0			6420.0	1010.0									46140.0	23954.0	2744.0		22094.0	74666.0		52524.0		108546.0	6036.0	5464.0	6844.0	22136.0	88794.0	94420.0	20188.0		960.0	8258.0					10132.0	48374.0		21196.0				22320.0	45736.0			112860.0		122676.0	11964.0	112352.0	8860.0			256.0		
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_vestibularis	107694.0	896.0			1960.0													2370.0																																3712.0								2166.0																																	149012.0		1134.0						7840.0	8072.0															7840.0					3124.0
k__Bacteria|p__Firmicutes|c__CFGB1507|o__OFGB1507|f__FGB1507|g__GGB3817|s__GGB3817_SGB5182	50968.0	46248.0																																													69534.0																															75108.0													58130.0	46064.0																												
k__Bacteria|p__Firmicutes|c__CFGB45503|o__OFGB45503|f__FGB45503|g__GGB9790|s__GGB9790_SGB15413	1462.0							5198.0			21336.0	42080.0																						10990.0														21848.0				19228.0				1322.0				2798.0	16926.0				20220.0																					16056.0	1704.0				3860.0		6192.0		22876.0			11016.0						6974.0		21838.0											10730.0			6312.0
k__Bacteria|p__Firmicutes|c__CFGB76096|o__OFGB76096|f__FGB76096|g__GGB3389|s__GGB3389_SGB4477	4602.0																																																																																										4588.0																													
k__Bacteria|p__Firmicutes|c__CFGB76783|o__OFGB76783|f__FGB76783|g__GGB80011|s__GGB80011_SGB15265	53946.0		86668.0			95988.0	120530.0	92584.0	1228.0		86378.0													7026.0		164312.0			249592.0					15752.0			5100.0	107122.0										72880.0								62816.0						8834.0								174574.0					3890.0	13470.0											51452.0				58410.0			261634.0	23700.0									102736.0		282926.0							428.0					1486.0		
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium	56762.0												3140.0							2366.0							9144.0	2576.0	14376.0			2336.0								1866.0	338.0	8212.0													9382.0											956.0			384798.0								1134.0			1280.0					1968.0		210.0		2402.0		74708.0			14806.0		1128.0											10002.0		1076568.0										382180.0	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9534|s__GGB9534_SGB14937	762.0							18916.0	13726.0		7416.0	98828.0										1048.0				288.0				13368.0				194.0		202.0					2754.0			1318.0		4152.0	1226.0	7878.0					2704.0						18860.0	384.0			14600.0			3902.0				1244.0					26422.0		4516.0						3052.0							5942.0	1050.0		1418.0		882.0	4570.0		24114.0						21352.0		1920.0				374.0							24456.0	11386.0		2458.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_bacterium	205210.0	58386.0	45388.0		50146.0	46554.0	50658.0	94050.0	20476.0	4008.0	58320.0	363918.0	6426.0	466.0				6268.0	21076.0	77714.0	28002.0	144656.0	260792.0	68928.0		23438.0	40040.0	78688.0	97248.0	151018.0		6708.0	49252.0	119024.0	186994.0	10416.0	67762.0	50362.0		6760.0	6640.0	36190.0	4054.0	162378.0	13846.0	138352.0	76512.0	60244.0	23532.0	19660.0		98532.0	50766.0	2700.0	39340.0	34732.0	1588.0	5412.0	128228.0	210996.0	93446.0	17284.0	155796.0		100686.0	9062.0	5230.0	200664.0	47054.0	27666.0		3212.0	6052.0	4614.0	445218.0	25312.0	7500.0	83224.0		63078.0	25614.0	2142.0	55824.0		5860.0	82652.0	39906.0	72.0	78856.0	134656.0	260200.0	42910.0	306622.0	91352.0	159314.0	10574.0	13592.0	137388.0	252804.0	1858.0	7530.0			100482.0		128058.0	39746.0	5254.0	159136.0	10288.0			48916.0		48740.0	18168.0	140246.0	16474.0	47930.0	316890.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_bacterium_AF18_31LB	2782.0		17948.0	7654.0	3834.0	23358.0	21982.0	15390.0	3272.0	7168.0	16090.0	9158.0			2200.0	7810.0		17890.0		4702.0	22690.0	13778.0	237082.0	1956.0	8032.0	9808.0	9020.0	4920.0	22598.0	4506.0			33266.0	8376.0	35990.0	8334.0	1268.0	22310.0				8780.0		12492.0		728.0	8490.0	16306.0				25026.0			7540.0	22188.0		17676.0		2444.0	27196.0	4832.0	5276.0		28594.0		7150.0	39612.0	19386.0	13458.0			19796.0	8492.0	83406.0	7366.0		8316.0		4368.0	2932.0					25066.0	22524.0		4606.0	478.0	4068.0		4850.0	18922.0	9660.0			3096.0	239328.0		21730.0	178.0		16758.0		70342.0	8244.0	6922.0	50424.0	8358.0	8438.0		30780.0		3086.0		2324.0	4568.0	17862.0	4286.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_bacterium_Marseille_Q4149	208178.0							909988.0	15108.0		16152.0	486764.0		2052536.0	68142.0						450.0					318846.0			904348.0	111860.0			1360.0						1594824.0		71130.0					119880.0		19092.0				154940.0				226.0				27874.0	148720.0		108126.0		159146.0	84166.0				358998.0					396414.0		80054.0		65776.0							119570.0	1150.0	100800.0		122292.0	283136.0		51312.0	882328.0		86576.0		145296.0				53068.0		1022654.0									1370.0				145524.0	14028.0		49994.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_SGB4750	22014.0		40132.0			38204.0	45670.0			2182.0		59930.0						3416.0	11974.0		27144.0	6874.0	73152.0			7782.0			152166.0				41038.0	3456.0	191826.0			39838.0						9550.0		20666.0	59710.0					6050.0				31112.0		2346.0			5628.0	56408.0			7006.0		580.0	197748.0	37086.0	7034.0			1194.0	2510.0	109332.0	74508.0		69448.0								3988.0	33608.0			21544.0	28516.0			148270.0	6472.0			24626.0	72026.0		3746.0					98306.0		486.0	102514.0				44296.0			10340.0	19230.0		42526.0	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_1001270H_150608_G6	93748.0		116624.0		1536204.0	122240.0	125902.0			20578.0		135030.0						18464.0			11330.0	42182.0	834418.0	635366.0									19706.0	55092.0		92158.0	650406.0	128416.0						46526.0					2100230.0	1837172.0				47670.0			39856.0	15624.0		194364.0		278880.0					24442.0						16046.0	23112.0	7172326.0	380082.0						48444.0					1550.0				116614.0		310070.0		74840.0			57698.0	830826.0	47204.0	19512.0							21976.0		101790.0			19176.0		1516410.0		50150.0			306676.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_AF20_17LB	8686.0			40578.0				3094.0	1518.0		36132.0	5946.0				41628.0					1386.0	4832.0	130284.0		43416.0				67940.0	1984.0			2916.0	12498.0	494332.0								7856.0	3952.0			276194.0	40476.0				4494.0				68.0		524.0		68.0	4744.0		2536.0		5954.0			504152.0				6644.0	390.0		41232.0			280326.0								3916.0					7886.0		888.0	73640.0	23782.0			330.0	119850.0		530.0		958.0	3780.0		5222.0					39758.0		3378.0					1476.0		1324.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_AF34_10BH	607094.0		22296.0		164320.0	26588.0	28234.0	43446.0	238.0	24066.0	450916.0	71754.0	172342.0		73262.0			2508.0	4650.0	2250.0	21656.0	12758.0	6830.0	62816.0		1986.0	69056.0	2382.0	121852.0	21890.0		169800.0	28720.0	90924.0	87574.0	3564.0	60514.0	21682.0		175550.0		59656.0		18740.0		5292.0	20436.0	495542.0	83094.0	75142.0		12940.0	4314.0		65290.0	31952.0		1604.0	17620.0	15442.0	15718.0	44654.0	19972.0		15194.0		30050.0	95720.0	10174.0	1874.0			2012.0	31622.0	141934.0	74240.0		20584.0		1306.0	23342.0		5992.0		150234.0	12528.0	33798.0		2426.0	4458.0	719060.0		30688.0	126030.0	125280.0			29496.0	5698.0		1928.0	67570.0		50316.0		115758.0	65302.0	29618.0	40898.0	2780.0			37738.0		161570.0	4686.0	27692.0		10444.0	27264.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_AM33_3	27266.0		3616.0			3744.0	4252.0	72252.0				4450.0						9152.0			2626.0	2284.0	58622.0			126.0	494.0		127330.0				4926.0	4180.0	39366.0	1672.0		3948.0				1086.0		2578.0			2144.0					22108.0			1104.0	27230.0		7794.0			16628.0	7318.0			23182.0			37202.0		1272.0			9050.0		85432.0	10814.0		1544.0								16670.0	27326.0		250.0		31970.0			123500.0	9060.0			676.0	54706.0		9026.0		1806.0	80200.0		93926.0	1250.0			556.0			5250.0				1270.0			
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB3627|s__GGB3627_SGB4906	41788.0																	9730.0					4058.0											7814.0																								9118.0		328.0													10874.0																		52478.0		340.0		9740.0				3022.0		12282.0																			1146.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Hungatella|s__Hungatella_hathewayi	8118.0	678934.0			1008.0		1392.0					18276.0	51444.0		1780.0	508.0			1702142.0				992.0			966.0			42810.0	15374.0		59542.0				4106.0		160.0		47826.0	40074.0		282286.0		12062.0		42424.0		1512.0	384.0	138660.0		49262.0	5012.0			6048.0		136404.0	2830.0			11590.0			48884.0				1902.0		290558.0			7104.0		47468.0	38502.0	5766.0			7242.0	52768.0	131846.0	44460.0			12160.0			16440.0	589922.0	2576.0	45762.0		44050.0	13414.0	2762.0	164.0	8058.0		3966.0								4770.0		153684.0		146192.0	1458.0	1696184.0	2474.0			3938.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_SGB6276	92998.0		13010.0			14312.0	14232.0											17728.0		436838.0				6788.0		48696.0		433736.0						11518.0		31990.0	6950.0	14686.0			44124.0				28328.0							376392.0		130998.0			123376.0	17144.0			384080.0				381172.0	50326.0			444.0	49372.0			17078.0		94702.0		48176.0		114358.0	348684.0	3936.0	137338.0				362284.0		140766.0	449292.0		113280.0				12820.0	47324.0	28810.0			128328.0	18054.0									28912.0								362.0		
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ramulus	58206.0		17576.0			20032.0	19144.0	20774.0	4934.0	50584.0		25366.0			10256.0			20696.0		115556.0	48554.0	46266.0	252916.0	42206.0		12536.0	25926.0	119782.0	107724.0	244766.0			68602.0		839942.0	32498.0	40410.0	20050.0				22842.0		55172.0		535908.0						45940.0			25404.0	1254.0		18204.0		13382.0	38894.0	26582.0	249618.0		41174.0		48034.0	868214.0		12354.0			21176.0	51314.0	283032.0	38430.0				91610.0	1882.0					35868.0	3606.0		121868.0	535246.0	70086.0		21438.0	111868.0				12120.0	248262.0		21042.0	9472.0	2128.0	21234.0		13172.0	24106.0	49498.0		31356.0			73390.0				10976.0	3694.0		21712.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Intestinibacillus|s__Intestinibacillus_sp_Marseille_P6563	132.0																		3746.0										9838.0																		4950.0																															5328.0													362.0			8978.0															630.0							3626.0				
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Baileyella|s__Baileyella_intestinalis	2186.0																																																													2666.0														3728.0															1342.0																													
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Eubacteriales_Family_XIII_Incertae_Sedis_unclassified|s__Eubacterium_infirmum	14510.0																									1330.0																																												1220.0																					17710.0																													
