clade_name	ERR479190.txt_reads_count	ERR479384.txt_reads_count	ERR479182.txt_reads_count	ERR479306.txt_reads_count	ERR479136.txt_reads_count	ERR479098.txt_reads_count	ERR479202.txt_reads_count	ERR479382.txt_reads_count	ERR479070.txt_reads_count	ERR479227.txt_reads_count	ERR479013.txt_reads_count	ERR479233.txt_reads_count	ERR479330.txt_reads_count	ERR479383.txt_reads_count	ERR479301.txt_reads_count	ERR479088.txt_reads_count	ERR479327.txt_reads_count	ERR479232.txt_reads_count	ERR479106.txt_reads_count	ERR479161.txt_reads_count	ERR479104.txt_reads_count	ERR479007.txt_reads_count	ERR479344.txt_reads_count	ERR479086.txt_reads_count	ERR479208.txt_reads_count	ERR479085.txt_reads_count	ERR479006.txt_reads_count	ERR479122.txt_reads_count	ERR479307.txt_reads_count	ERR479281.txt_reads_count	ERR479304.txt_reads_count	ERR479364.txt_reads_count	ERR479299.txt_reads_count	ERR479075.txt_reads_count	ERR479191.txt_reads_count	ERR479207.txt_reads_count	ERR479347.txt_reads_count	ERR479189.txt_reads_count	ERR479181.txt_reads_count	ERR479076.txt_reads_count	ERR479239.txt_reads_count	ERR479067.txt_reads_count	ERR479162.txt_reads_count	ERR479230.txt_reads_count	ERR479069.txt_reads_count	ERR479008.txt_reads_count	ERR479343.txt_reads_count	ERR479238.txt_reads_count	ERR479280.txt_reads_count	ERR479218.txt_reads_count	ERR479362.txt_reads_count	ERR479363.txt_reads_count	ERR479282.txt_reads_count	ERR479187.txt_reads_count	ERR479009.txt_reads_count	ERR479228.txt_reads_count	ERR479298.txt_reads_count	ERR479231.txt_reads_count	ERR479300.txt_reads_count	ERR479240.txt_reads_count	ERR479103.txt_reads_count	ERR479229.txt_reads_count	ERR479068.txt_reads_count	ERR479217.txt_reads_count	ERR479386.txt_reads_count	ERR479097.txt_reads_count	ERR479012.txt_reads_count	ERR479385.txt_reads_count	ERR479105.txt_reads_count	ERR479250.txt_reads_count	ERR479345.txt_reads_count	ERR479188.txt_reads_count	ERR479089.txt_reads_count	ERR479234.txt_reads_count	ERR479137.txt_reads_count	ERR479365.txt_reads_count	ERR479192.txt_reads_count	ERR479283.txt_reads_count	ERR479249.txt_reads_count	ERR478999.txt_reads_count	ERR479087.txt_reads_count	ERR479328.txt_reads_count	ERR479058.txt_reads_count	ERR479305.txt_reads_count	ERR479346.txt_reads_count	ERR479164.txt_reads_count	ERR479090.txt_reads_count	ERR479163.txt_reads_count	ERR479201.txt_reads_count	ERR479057.txt_reads_count	ERR479123.txt_reads_count	ERR479329.txt_reads_count
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB9677|s__GGB9677_SGB15180	3014.0							30534.0						27496.0		3824.0			1974.0				12292.0		124560.0		278.0	14274.0								132306.0											7608.0																						406.0		53034.0		6296.0				2470.0										52530.0				9770.0	
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_salivarius	644.0	2780.0	2534.0		22864.0		10968.0		2244.0	470.0	75106.0	721544.0	38574.0		24378.0			678060.0	4756.0	37384.0	1612.0	286536.0	8162.0		1284.0		303840.0	24894.0		27502.0		83322.0	25234.0	195790.0		1628.0	110.0		3412.0	221518.0		1260.0	22294.0	1020.0	2302.0	300318.0	9222.0	1422.0	29308.0	55520.0	98142.0	81894.0	25554.0	438.0	297704.0	550.0	165846.0	717982.0	17116.0	1458.0	1376.0	552.0	1862.0	63194.0	1378.0		80270.0	1622.0	3352.0	113506.0	31292.0	114.0		716924.0	21624.0	91822.0	1424.0	23106.0	93626.0	2094.0					530.0	14418.0		23278.0	9820.0	110.0	27938.0	33420.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_thermophilus	774.0	1148.0	14686.0	7320.0			158710.0	10236.0	238406.0	9146.0			19382.0	14824.0	14858.0		31530.0		1112.0	609678.0	87724.0	2506.0					2592.0	169840.0	3930.0		5548.0		27702.0	86738.0			16716.0	32030.0	20646.0	93598.0		200972.0	408.0	5900.0	240602.0	2584.0		2240.0						57960.0	5130.0	7460.0	912.0	796.0	15536.0	558.0	93498.0	7212.0	233874.0		294.0					109046.0		44372.0							91884.0			30832.0		7766.0	17864.0		5412.0		153710.0	2270.0	145570.0	17094.0
k__Bacteria|p__Firmicutes|c__CFGB10314|o__OFGB10314|f__FGB10314|g__GGB4701|s__GGB4701_SGB6508	12386.0																																		946.0																																										11956.0															
k__Bacteria|p__Firmicutes|c__CFGB10314|o__OFGB10314|f__FGB10314|g__GGB4702|s__GGB4702_SGB6509	29630.0																																		3350.0																																										31226.0															
k__Bacteria|p__Firmicutes|c__CFGB10314|o__OFGB10314|f__FGB10314|g__GGB4703|s__GGB4703_SGB6510	6664.0																																																												110.0																6056.0															
k__Bacteria|p__Firmicutes|c__CFGB10325|o__OFGB10325|f__FGB10325|g__GGB4667|s__GGB4667_SGB6456	3492.0																				7996.0																																								6616.0																3424.0															
k__Bacteria|p__Firmicutes|c__CFGB10477|o__OFGB10477|f__FGB10477|g__GGB9345|s__GGB9345_SGB14311	20108.0	8158.0				259544.0			80222.0							9526.0			57078.0		18644.0		44596.0							96.0					204.0							64380.0			76386.0		48012.0		200.0								22432.0				20210.0		76872.0		4720.0	259584.0		6760.0	62158.0		207994.0		11186.0				13048.0			17254.0							91270.0					
k__Bacteria|p__Firmicutes|c__CFGB1201|o__OFGB1201|f__FGB1201|g__GGB2958|s__GGB2958_SGB3940	6980.0	40318.0				9262.0										80.0			5856.0		7940.0		1712.0					5218.0																			2588.0										389048.0				7582.0				24738.0	9250.0		36732.0	9662.0		16844.0		312.0				7148.0										19124.0				4680.0	
k__Bacteria|p__Firmicutes|c__CFGB1211|o__OFGB1211|f__FGB1211|g__GGB2970|s__GGB2970_SGB3952	386.0		21602.0			9402.0			9714.0						2172.0				2188.0		218.0		1698.0							3012.0			2808.0				3058.0	4242.0	18920.0			8348.0			9788.0		1980.0		2796.0				3034.0	6620.0			1826.0		1306.0		638.0		9256.0			9382.0			3420.0		12394.0	5714.0						3424.0					418.0		2412.0		2934.0			302.0		
k__Bacteria|p__Firmicutes|c__CFGB1226|o__OFGB1226|f__FGB1226|g__GGB2996|s__GGB2996_SGB3983	68.0															872.0			10876.0				3758.0							6108.0																	4092.0		6528.0	4136.0			5492.0				3590.0							5718.0					10782.0		19510.0		1106.0				1098.0	6966.0									27694.0					
k__Bacteria|p__Firmicutes|c__CFGB1226|o__OFGB1226|f__FGB1226|g__GGB2998|s__GGB2998_SGB3989	5072.0					48498.0					117870.0					2572.0			5494.0		8516.0		3866.0		7564.0		246.0	4434.0								6312.0											6202.0										100310.0				10122.0					51866.0	122066.0		6678.0		26006.0		950.0				5814.0										35902.0				3266.0	
k__Bacteria|p__Firmicutes|c__CFGB1226|o__OFGB1226|f__FGB1226|g__GGB58485|s__GGB58485_SGB80143	228.0							252.0			1640.0			498.0	11968.0										2236.0			2610.0					12976.0			2230.0												482.0									766.0		8252.0	150.0							1124.0		202.0																		276.0				1836.0	
k__Bacteria|p__Firmicutes|c__CFGB1292|o__OFGB1292|f__FGB1292|g__GGB3109|s__GGB3109_SGB4643	16990.0																				730.0							39384.0				34584.0			346.0																35774.0	30844.0					8382.0				548.0															34328.0	11968.0													374.0	33594.0	
k__Bacteria|p__Firmicutes|c__CFGB1311|o__OFGB1311|f__FGB1311|g__GGB3142|s__GGB3142_SGB4155	9562.0	3828.0													13934.0										4558.0								13306.0			4604.0																							7514.0						2924.0			4610.0									9404.0															
k__Bacteria|p__Firmicutes|c__CFGB1320|o__OFGB1320|f__FGB1320|g__GGB3160|s__GGB3160_SGB4364	32434.0																						36094.0												2974.0												44382.0																								190878.0						28896.0															
k__Bacteria|p__Firmicutes|c__CFGB13380|o__OFGB13380|f__FGB13380|g__GGB4707|s__GGB4707_SGB6517	48522.0																																		5476.0																																										49572.0															
k__Bacteria|p__Firmicutes|c__CFGB1354|o__OFGB1354|f__FGB1354|g__GGB3304|s__GGB3304_SGB4367	3072.0		706158.0	207220.0				470016.0			4226974.0	19914.0		443688.0	344740.0	10088.0	875148.0	17576.0	171756.0		1984.0		103462.0						184140.0		225368.0	198126.0	335872.0	147404.0				110888.0	649696.0	151162.0							126010.0			55000.0	213170.0	180398.0		186324.0			1510116.0	21624.0	209608.0		1600.0			61164.0			4357946.0		193050.0		503558.0	176182.0	9674.0	21644.0		200308.0	3310.0			2778.0		886350.0	5138.0	204910.0			100218.0			9668.0		
k__Bacteria|p__Firmicutes|c__CFGB1359|o__OFGB1359|f__FGB1359|g__GGB3321|s__GGB3321_SGB4394	242.0			38022.0	1230.0					348.0	29796.0				26090.0				40700.0		13176.0							16268.0	36750.0		39070.0		27416.0											176.0						6384.0							12854.0		17634.0		16242.0	246.0		4258.0			31556.0		48456.0		4694.0				476.0		668.0						58.0	36914.0						1338.0	13594.0	
k__Bacteria|p__Firmicutes|c__CFGB1473|o__OFGB1473|f__FGB1473|g__GGB3730|s__GGB3730_SGB5060	5760.0										3910.0	3844.0	62808.0		9372.0			2980.0					4764.0		66.0								8862.0	47600.0		34.0				47546.0							5704.0			27524.0								3114.0	6008.0					27562.0			4562.0				19278.0			4244.0			5118.0															59702.0
k__Bacteria|p__Firmicutes|c__CFGB1479|o__OFGB1479|f__FGB1479|g__GGB3751|s__GGB3751_SGB5099	296036.0																																		30746.0																																										250236.0															
k__Bacteria|p__Firmicutes|c__CFGB14936|o__OFGB14936|f__FGB14936|g__GGB3256|s__GGB3256_SGB4303	454.0	22614.0	37374.0	9514.0		132596.0		3770.0				4972.0		4282.0				3726.0	122386.0		129290.0		38716.0		16606.0			34370.0	7406.0		10096.0			741792.0		18482.0	61810.0	3574.0	30802.0	754220.0			10260.0				49712.0							4944.0			566.0	5830.0			134246.0				12886.0	117642.0		20436.0	141328.0		194372.0	5198.0		4774.0			578.0							8354.0	65440.0	4890.0		9696.0			26442.0	
k__Bacteria|p__Firmicutes|c__CFGB15209|o__OFGB15209|f__FGB15209|g__GGB9293|s__GGB9293_SGB14250	1012.0					105512.0			34718.0		74648.0					2504.0			3040.0		3726.0		414.0					11946.0														25720.0			32856.0		910.0														3824.0		32172.0			98050.0	76002.0		5444.0		11152.0		2758.0				458.0										41450.0				8916.0	
k__Bacteria|p__Firmicutes|c__CFGB1778|o__OFGB1778|f__FGB1778|g__GGB4710|s__GGB4710_SGB6522	18012.0																																		920.0												190.0																								1906.0						17320.0															
k__Bacteria|p__Firmicutes|c__CFGB1778|o__OFGB1778|f__FGB1778|g__GGB4715|s__GGB4715_SGB6529	4098.0																		15690.0																																																		15512.0								4428.0															
k__Bacteria|p__Firmicutes|c__CFGB1798|o__OFGB1798|f__FGB1798|g__GGB4769|s__GGB4769_SGB6602	9536.0					8928.0													6416.0		1266.0				1870.0											2268.0														56292.0											892.0			55712.0		9984.0			6816.0								8656.0															
k__Bacteria|p__Firmicutes|c__CFGB2932|o__OFGB2932|f__FGB2932|g__GGB9261|s__GGB9261_SGB14209	4136.0	36952.0						127090.0						114124.0		6062.0			8922.0											1284.0																			1672.0	3030.0			1378.0				82874.0							2690.0	20682.0			38288.0	11928.0				5360.0				3280.0	644.0									78136.0					
k__Bacteria|p__Firmicutes|c__CFGB2933|o__OFGB2933|f__FGB2933|g__GGB9262|s__GGB9262_SGB14210	1764.0																													2814.0																			3212.0				2484.0																								964.0	3306.0									3134.0					
k__Bacteria|p__Firmicutes|c__CFGB2941|o__OFGB2941|f__FGB2941|g__GGB9275|s__GGB9275_SGB14227	4906.0																																																																												3064.0															
k__Bacteria|p__Firmicutes|c__CFGB29420|o__OFGB29420|f__FGB29420|g__GGB3733|s__GGB3733_SGB5066	168832.0								31006.0																										16922.0							23454.0			28928.0					469890.0													27276.0	485380.0													146052.0													274.0		
k__Bacteria|p__Firmicutes|c__CFGB2942|o__OFGB2942|f__FGB2942|g__GGB9288|s__GGB9288_SGB14243	4750.0					48784.0													21350.0		6176.0																													8210.0							13472.0				7214.0			7872.0		46532.0			22740.0								3896.0															
k__Bacteria|p__Firmicutes|c__CFGB2954|o__OFGB2954|f__FGB2954|g__GGB9296|s__GGB9296_SGB14253	600.0	8006.0				12506.0													15804.0	6016.0	3256.0									1772.0																			1098.0	54310.0			1494.0				13964.0				4226.0			56230.0	3688.0	10056.0		6098.0	19420.0								164.0	1960.0					150.0							1804.0		
k__Bacteria|p__Firmicutes|c__CFGB2982|o__OFGB2982|f__FGB2982|g__GGB9342|s__GGB9342_SGB14306	26042.0	114964.0				312204.0		297634.0				250.0		288704.0	51038.0	12694.0			26928.0		15092.0	186.0	14382.0		58244.0		308.0			1256.0		7250.0	47140.0		474.0	67202.0		4522.0								300.0	15554.0		1580.0	9434.0	7260.0	7638.0	1304.0	10518.0	652.0		440848.0		29204.0		14956.0			12822.0	70794.0	313446.0		100312.0	31080.0		66326.0	8666.0	9078.0			7540.0	21820.0	2172.0		62.0			22888.0				98478.0			41032.0		
k__Bacteria|p__Firmicutes|c__CFGB2985|o__OFGB2985|f__FGB2985|g__GGB9350|s__GGB9350_SGB14317	4180.0	150.0							63542.0																																	53188.0			64508.0												5990.0						62360.0														3074.0										6028.0					
k__Bacteria|p__Firmicutes|c__CFGB3048|o__OFGB3048|f__FGB3048|g__GGB9559|s__GGB9559_SGB14969	1730.0		15390.0									11984.0			25932.0			8846.0	4508.0						9186.0							15030.0	27132.0			10018.0			14546.0											1154.0	17744.0	13348.0					23616.0	10612.0	14140.0					520.0					6744.0					10894.0		17614.0	748.0										900.0					
k__Bacteria|p__Firmicutes|c__CFGB3068|o__OFGB3068|f__FGB3068|g__GGB9760|s__GGB9760_SGB15374	4552.0				84730.0	78698.0					70300.0	5724.0						4466.0	16718.0		8912.0	6412.0	23724.0				9360.0																			6482.0	24724.0								6796.0		5922.0	5898.0			6378.0					78616.0	79030.0		16368.0		148056.0			4428.0	60814.0		2778.0										12118.0					
k__Bacteria|p__Firmicutes|c__CFGB31455|o__OFGB31455|f__FGB31455|g__GGB31460|s__GGB31460_SGB6499	14212.0																																		1046.0																																										14202.0															
k__Bacteria|p__Firmicutes|c__CFGB31455|o__OFGB31455|f__FGB31455|g__GGB4699|s__GGB4699_SGB6502	22730.0																		8618.0		1920.0														1886.0																										1468.0								12174.0								20596.0															
k__Bacteria|p__Firmicutes|c__CFGB31455|o__OFGB31455|f__FGB31455|g__GGB4699|s__GGB4699_SGB6503	3494.0	32.0																					3024.0																								3640.0																								12034.0						3170.0															
k__Bacteria|p__Firmicutes|c__CFGB31455|o__OFGB31455|f__FGB31455|g__GGB4700|s__GGB4700_SGB6506	3706.0	1038966.0																	8122.0		3904.0							107712.0																																	3916.0				715702.0			1036034.0	8630.0								3684.0														96800.0	
k__Bacteria|p__Firmicutes|c__CFGB31626|o__OFGB31626|f__FGB31626|g__GGB4676|s__GGB4676_SGB6465	37604.0	9316.0																	878.0		2818.0														3792.0																		24.0								4184.0				5966.0			8968.0	894.0								40798.0															
k__Bacteria|p__Firmicutes|c__CFGB3529|o__OFGB3529|f__FGB3529|g__GGB3570|s__GGB3570_SGB4777	2932.0	14444.0		7872.0	19552.0	29370.0					13408.0	8124.0	37110.0	374.0	3208.0			6688.0	5858.0		9246.0	18088.0			7280.0		19392.0	2144.0	7972.0	10668.0	6846.0		4734.0			7946.0	15520.0									19316.0		374.0	11128.0	21510.0			10992.0		18492.0		64772.0	8994.0	1950.0		10780.0			23950.0	6390.0	33404.0	14824.0	14740.0	9000.0					7954.0	15340.0		1496.0	12200.0		266.0				5892.0	15814.0					108.0	3128.0	36486.0
k__Bacteria|p__Firmicutes|c__CFGB38642|o__OFGB38642|f__FGB38642|g__GGB9758|s__GGB9758_SGB15368	60930.0	344766.0			1488846.0			210.0	247068.0	114546.0					68118.0	72864.0			142004.0		366290.0		34216.0		30118.0			491040.0		60772.0			65756.0		3780.0	34354.0		1574.0				196450.0		110982.0	244402.0		41294.0		58058.0				60470.0	3024.0		87546.0	223888.0		36844.0		365920.0	114860.0	232668.0		193332.0			311064.0	155700.0		186068.0	1528.0	65200.0		1167302.0		41676.0	59612.0									749718.0				391280.0	
k__Bacteria|p__Firmicutes|c__CFGB4529|o__OFGB4529|f__FGB4529|g__GGB3654|s__GGB3654_SGB4965	120.0																																																																																											
k__Bacteria|p__Firmicutes|c__CFGB4559|o__OFGB4559|f__FGB4559|g__GGB2983|s__GGB2983_SGB3965	2250.0											6256.0						4798.0	4790.0		10336.0		3426.0		6494.0					10042.0		2774.0				7336.0										332.0	3340.0	1276.0	9248.0		2490.0	1320.0	8928.0				46072.0	7802.0		110.0	8632.0								6672.0		20132.0			6790.0		3508.0	1734.0	8056.0														
k__Bacteria|p__Firmicutes|c__CFGB4806|o__OFGB4806|f__FGB4806|g__GGB51647|s__GGB51647_SGB4348	77292.0	3196.0				66074.0	127914.0	50426.0	2783370.0		3313360.0	311890.0	834974.0	50116.0	931236.0	67060.0	5004.0	300730.0	300854.0			245864.0	1920.0				274488.0			796130.0		91606.0	932048.0	752.0	8444.0			122702.0		304.0	294.0	2038434.0			2738806.0	262740.0	870.0	16438.0	810892.0	650048.0	98814.0	82960.0	808700.0	209166.0	251922.0		437658.0	337474.0	587626.0	12682.0			2644978.0	669080.0	2166.0	61452.0	3341890.0	1980.0	336444.0	239648.0	254.0	196292.0	63802.0	324352.0		95532.0	66002.0	800692.0	175958.0	1177880.0		5188.0	53896.0				502008.0		126928.0	87548.0		826744.0
k__Bacteria|p__Firmicutes|c__CFGB540|o__OFGB540|f__FGB540|g__GGB79998|s__GGB79998_SGB48024	452.0																											21070.0																													3604.0																				380.0														16642.0	
k__Bacteria|p__Firmicutes|c__CFGB72899|o__OFGB72899|f__FGB72899|g__GGB4609|s__GGB4609_SGB6383	4050.0																																																																												3830.0															
k__Bacteria|p__Firmicutes|c__CFGB72899|o__OFGB72899|f__FGB72899|g__GGB4611|s__GGB4611_SGB6385	7544.0																																																								24314.0																				8926.0															
k__Bacteria|p__Firmicutes|c__CFGB73223|o__OFGB73223|f__FGB73223|g__GGB9249|s__GGB9249_SGB14193	5792.0	43566.0														2834.0			13124.0		2168.0																													2706.0							68850.0				2632.0			3906.0	27070.0			40520.0	13344.0		324.0		2430.0				4900.0										38996.0					
k__Bacteria|p__Firmicutes|c__CFGB76465|o__OFGB76465|f__FGB76465|g__GGB80140|s__GGB80140_SGB15224	8508.0	56830.0				13934.0			15304.0			9984.0			15520.0			10988.0	14848.0			1604.0	20236.0		15696.0		3314.0	33280.0					15386.0			18286.0						14000.0			17270.0	2382.0	25366.0			4496.0					1510.0		7598.0	10562.0	8580.0		454.0		15616.0	7224.0	32412.0	14742.0		50638.0	19232.0		114144.0			7884.0			5212.0			12006.0							16262.0				28842.0	
k__Bacteria|p__Firmicutes|c__CFGB76515|o__OFGB76515|f__FGB76515|g__GGB3118|s__GGB3118_SGB4130	3694.0	9576.0																			9594.0	12274.0			4886.0		9850.0			5074.0						5434.0										11736.0		5068.0	5440.0				4824.0		12188.0		101534.0			3818.0	9576.0				4518.0			8450.0					782.0				2682.0	3290.0					5144.0				15368.0			8948.0		
k__Bacteria|p__Firmicutes|c__CFGB8140|o__OFGB8140|f__FGB8140|g__GGB3755|s__GGB3755_SGB5104	20570.0															10186.0					407086.0														390.0																										399234.0												8904.0				15442.0										92482.0					
k__Bacteria|p__Firmicutes|c__CFGB8294|o__OFGB8294|f__FGB8294|g__GGB9328|s__GGB9328_SGB14291	4624.0																																																																												2862.0															
k__Bacteria|p__Firmicutes|c__CFGB9119|o__OFGB9119|f__FGB9119|g__GGB4727|s__GGB4727_SGB6547	8416.0																																		66.0																																										9752.0															
k__Bacteria|p__Firmicutes|c__CFGB9120|o__OFGB9120|f__FGB9120|g__GGB4642|s__GGB4642_SGB6422	390.0																				1752.0							16892.0																																	1258.0																228.0														13566.0	
k__Bacteria|p__Firmicutes|c__CFGB9718|o__OFGB9718|f__FGB9718|g__GGB51441|s__GGB51441_SGB71759	2736.0				4478.0						130.0	4152.0			5766.0			3684.0		72004.0	10886.0	5080.0	704.0				5878.0	22974.0		6794.0			6924.0	31884.0						29086.0			74904.0			6690.0	1480.0	686.0	5802.0				6062.0		8190.0			3518.0	2328.0	252.0	10490.0	196.0									14090.0			2766.0	4046.0		2616.0	6494.0								45232.0		80078.0			15930.0	
k__Bacteria|p__Firmicutes|c__CFGB9989|o__OFGB9989|f__FGB9989|g__GGB9712|s__GGB9712_SGB15244	884.0	73008.0									415056.0				26372.0				8932.0		5042.0	238.0	31136.0		19278.0		1558.0	11252.0		15710.0			26086.0			23128.0										1214.0	32678.0		18150.0	19870.0			19770.0				6784.0		11384.0		3586.0			19626.0	43484.0		444098.0	73772.0	11084.0		183272.0			426.0				20752.0													4834.0	214.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Protoclostridium|s__Candidatus_Protoclostridium_gallicola	150.0	148.0																																																																		184.0																								
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB13404|s__GGB13404_SGB14252	2212.0	13554.0									8592.0				12118.0				49510.0						6356.0			4334.0		2222.0			9166.0			7806.0	5972.0												2502.0				1732.0				5206.0		5744.0						5720.0		9182.0	12618.0	55204.0								674.0	2142.0							6074.0		14726.0				2734.0	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9444|s__GGB9444_SGB14834	836.0					9830.0													8726.0						30246.0					1370.0						36826.0													1172.0				776.0				16886.0									10346.0			10702.0								670.0	1346.0														
